Title,Price,Ad URL,Local Folder
"1-к. квартира, 34,2 м², 12/23 эт.",6 700 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_342_m_1223_et._3340756876,"dataset_images/1-к. квартира, 34,2 м², 12-23 эт."
"1-к. квартира, 33 м², 3/8 эт.",6 200 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_33_m_38_et._2879557839,"dataset_images/1-к. квартира, 33 м², 3-8 эт."
"Квартира-студия, 23,7 м², 9/15 эт.",5 025 000 ₽,https://www.avito.ru/kudrovo/kvartiry/kvartira-studiya_237_m_915_et._3671475897,"dataset_images/Квартира-студия, 23,7 м², 9-15 эт."
"2-к. квартира, 49 м², 9/12 эт.",7 700 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49_m_912_et._3697516403,"dataset_images/2-к. квартира, 49 м², 9-12 эт."
"2-к. квартира, 45,3 м², 5/5 эт.",1 700 000 ₽,https://www.avito.ru/slantsy/kvartiry/2-k._kvartira_453_m_55_et._3673529162,"dataset_images/2-к. квартира, 45,3 м², 5-5 эт."
"1-к. квартира, 35,3 м², 13/18 эт.",7 300 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_353_m_1318_et._2843600072,"dataset_images/1-к. квартира, 35,3 м², 13-18 эт."
"1-к. квартира, 31 м², 3/9 эт.",6 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_39_et._3651951121,"dataset_images/1-к. квартира, 31 м², 3-9 эт."
"3-к. квартира, 71,6 м², 3/3 эт.",10 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_716_m_33_et._3795830108,"dataset_images/3-к. квартира, 71,6 м², 3-3 эт."
"2-к. квартира, 56,2 м², 4/19 эт.",10 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_562_m_419_et._3582478848,"dataset_images/2-к. квартира, 56,2 м², 4-19 эт."
"2-к. квартира, 63 м², 7/10 эт.",20 700 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_63_m_710_et._3304108647,"dataset_images/2-к. квартира, 63 м², 7-10 эт."
"2-к. квартира, 39,6 м², 1/2 эт.",2 600 000 ₽,https://www.avito.ru/siverskiy/kvartiry/2-k._kvartira_396_m_12_et._3362709120,"dataset_images/2-к. квартира, 39,6 м², 1-2 эт."
"2-к. квартира, 65 м², 3/22 эт.",12 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_65_m_322_et._2867074712,"dataset_images/2-к. квартира, 65 м², 3-22 эт."
"2-к. квартира, 42,1 м², 3/5 эт.",15 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_421_m_35_et._3844034676,"dataset_images/2-к. квартира, 42,1 м², 3-5 эт."
"2-к. квартира, 55,3 м², 12/18 эт.",7 400 000 ₽,https://www.avito.ru/murino/kvartiry/2-k._kvartira_553_m_1218_et._3878291858,"dataset_images/2-к. квартира, 55,3 м², 12-18 эт."
"2-к. квартира, 48 м², 4/9 эт.",9 700 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_48_m_49_et._3860310768,"dataset_images/2-к. квартира, 48 м², 4-9 эт."
"3-к. квартира, 93,5 м², 4/10 эт.",9 500 000 ₽,https://www.avito.ru/vsevolozhsk/kvartiry/3-k._kvartira_935_m_410_et._3813484547,"dataset_images/3-к. квартира, 93,5 м², 4-10 эт."
"Квартира-студия, 24 м², 17/25 эт.",5 100 000 ₽,https://www.avito.ru/murino/kvartiry/kvartira-studiya_24_m_1725_et._3146728115,"dataset_images/Квартира-студия, 24 м², 17-25 эт."
"1-к. квартира, 32,7 м², 3/9 эт.",6 969 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_327_m_39_et._4050179900,"dataset_images/1-к. квартира, 32,7 м², 3-9 эт."
"3-к. квартира, 72 м², 10/16 эт.",10 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_72_m_1016_et._3647281076,"dataset_images/3-к. квартира, 72 м², 10-16 эт."
"3-к. квартира, 59,5 м², 3/6 эт.",17 800 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_595_m_36_et._2533179115,"dataset_images/3-к. квартира, 59,5 м², 3-6 эт."
"3-к. квартира, 65,6 м², 3/9 эт.",8 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_656_m_39_et._3673060104,"dataset_images/3-к. квартира, 65,6 м², 3-9 эт."
"2-к. квартира, 55 м², 2/6 эт.",9 898 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55_m_26_et._3004775607,"dataset_images/2-к. квартира, 55 м², 2-6 эт."
"2-к. квартира, 43,2 м², 2/9 эт.",7 880 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_432_m_29_et._4098206837,"dataset_images/2-к. квартира, 43,2 м², 2-9 эт."
"1-к. квартира, 37 м², 7/9 эт.",6 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_37_m_79_et._3503004593,"dataset_images/1-к. квартира, 37 м², 7-9 эт."
"2-к. квартира, 51,2 м², 8/16 эт.",8 755 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_512_m_816_et._3646360202,"dataset_images/2-к. квартира, 51,2 м², 8-16 эт."
"2-к. квартира, 41,9 м², 6/9 эт.",6 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_419_m_69_et._3486256634,"dataset_images/2-к. квартира, 41,9 м², 6-9 эт."
"3-к. квартира, 67,3 м², 8/9 эт.",12 300 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_673_m_89_et._3686941638,"dataset_images/3-к. квартира, 67,3 м², 8-9 эт."
"1-к. квартира, 37,4 м², 13/19 эт.",4 800 000 ₽,https://www.avito.ru/novoe_devyatkino/kvartiry/1-k._kvartira_374_m_1319_et._2808682678,"dataset_images/1-к. квартира, 37,4 м², 13-19 эт."
"1-к. квартира, 39 м², 15/17 эт.",7 850 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_39_m_1517_et._3760245203,"dataset_images/1-к. квартира, 39 м², 15-17 эт."
"1-к. квартира, 35,4 м², 21/23 эт.",5 950 000 ₽,https://www.avito.ru/kudrovo/kvartiry/1-k._kvartira_354_m_2123_et._3777092474,"dataset_images/1-к. квартира, 35,4 м², 21-23 эт."
"Квартира-студия, 24 м², 16/20 эт.",5 450 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_24_m_1620_et._3895703448,"dataset_images/Квартира-студия, 24 м², 16-20 эт."
"2-к. квартира, 67,2 м², 2/4 эт.",12 550 000 ₽,https://www.avito.ru/sankt-peterburg_sestroretsk/kvartiry/2-k._kvartira_672_m_24_et._3596808946,"dataset_images/2-к. квартира, 67,2 м², 2-4 эт."
"1-к. квартира, 39,4 м², 13/22 эт.",10 770 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_394_m_1322_et._3737071457,"dataset_images/1-к. квартира, 39,4 м², 13-22 эт."
"2-к. квартира, 44,1 м², 2/4 эт.",4 990 000 ₽,https://www.avito.ru/gatchina/kvartiry/2-k._kvartira_441_m_24_et._3727372625,"dataset_images/2-к. квартира, 44,1 м², 2-4 эт."
"3-к. квартира, 82,7 м², 2/12 эт.",8 300 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_827_m_212_et._3748726269,"dataset_images/3-к. квартира, 82,7 м², 2-12 эт."
"1-к. квартира, 31,6 м², 8/9 эт.",7 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_316_m_89_et._3317246474,"dataset_images/1-к. квартира, 31,6 м², 8-9 эт."
"1-к. квартира, 46,6 м², 13/16 эт.",11 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_466_m_1316_et._3635927609,"dataset_images/1-к. квартира, 46,6 м², 13-16 эт."
"3-к. квартира, 61,3 м², 4/5 эт.",7 500 000 ₽,https://www.avito.ru/staraya/kvartiry/3-k._kvartira_613_m_45_et._3764306992,"dataset_images/3-к. квартира, 61,3 м², 4-5 эт."
"Квартира-студия, 22,5 м², 9/12 эт.",4 299 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_225_m_912_et._3877881993,"dataset_images/Квартира-студия, 22,5 м², 9-12 эт."
"Квартира-студия, 24,4 м², 24/24 эт.",4 500 000 ₽,https://www.avito.ru/murino/kvartiry/kvartira-studiya_244_m_2424_et._3739868214,"dataset_images/Квартира-студия, 24,4 м², 24-24 эт."
"1-к. квартира, 36,7 м², 5/15 эт.",7 700 000 ₽,https://www.avito.ru/murino/kvartiry/1-k._kvartira_367_m_515_et._3607545467,"dataset_images/1-к. квартира, 36,7 м², 5-15 эт."
"2-к. квартира, 60,7 м², 5/16 эт.",11 400 000 ₽,https://www.avito.ru/vsevolozhsk/kvartiry/2-k._kvartira_607_m_516_et._4161864344,"dataset_images/2-к. квартира, 60,7 м², 5-16 эт."
"Квартира-студия, 27,9 м², 4/9 эт.",15 898 967 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_279_m_49_et._3845348915,"dataset_images/Квартира-студия, 27,9 м², 4-9 эт."
"Квартира-студия, 34 м², 4/9 эт.",18 629 868 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_34_m_49_et._3845259591,"dataset_images/Квартира-студия, 34 м², 4-9 эт."
"1-к. квартира, 38,8 м², 9/14 эт.",14 559 545 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_388_m_914_et._3844697268,"dataset_images/1-к. квартира, 38,8 м², 9-14 эт."
"3-к. квартира, 83,5 м², 4/4 эт.",15 700 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_835_m_44_et._3606850601,"dataset_images/3-к. квартира, 83,5 м², 4-4 эт."
"1-к. квартира, 33,5 м², 5/9 эт.",4 950 000 ₽,https://www.avito.ru/sertolovo/kvartiry/1-k._kvartira_335_m_59_et._4129605405,"dataset_images/1-к. квартира, 33,5 м², 5-9 эт."
"2-к. квартира, 47,8 м², 12/12 эт.",8 900 000 ₽,https://www.avito.ru/bugry/kvartiry/2-k._kvartira_478_m_1212_et._3823994413,"dataset_images/2-к. квартира, 47,8 м², 12-12 эт."
"1-к. квартира, 29,2 м², 1/9 эт.",6 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_292_m_19_et._3704667397,"dataset_images/1-к. квартира, 29,2 м², 1-9 эт."
"2-к. квартира, 49,2 м², 1/9 эт.",7 300 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_492_m_19_et._3635476509,"dataset_images/2-к. квартира, 49,2 м², 1-9 эт."
"2-к. квартира, 39,1 м², 2/2 эт.",3 850 000 ₽,https://www.avito.ru/sosnovo/kvartiry/2-k._kvartira_391_m_22_et._3710221632,"dataset_images/2-к. квартира, 39,1 м², 2-2 эт."
"Квартира-студия, 24 м², 2/2 эт.",6 010 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_24_m_22_et._3686499347,"dataset_images/Квартира-студия, 24 м², 2-2 эт."
"Квартира-студия, 28,3 м², 1/9 эт.",4 671 150 ₽,https://www.avito.ru/leningradskaya_oblast_kommunar/kvartiry/kvartira-studiya_283_m_19_et._3186914752,"dataset_images/Квартира-студия, 28,3 м², 1-9 эт."
"3-к. квартира, 56,7 м², 4/5 эт.",9 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_567_m_45_et._3424061966,"dataset_images/3-к. квартира, 56,7 м², 4-5 эт."
"1-к. квартира, 38,8 м², 11/14 эт.",14 559 545 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_388_m_1114_et._3844807143,"dataset_images/1-к. квартира, 38,8 м², 11-14 эт."
"1-к. квартира, 39,5 м², 10/12 эт.",6 890 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_395_m_1012_et._3741753919,"dataset_images/1-к. квартира, 39,5 м², 10-12 эт."
"2-к. квартира, 51 м², 3/15 эт.",10 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51_m_315_et._3761189072,"dataset_images/2-к. квартира, 51 м², 3-15 эт."
"1-к. квартира, 42,7 м², 3/22 эт.",10 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_427_m_322_et._3637283704,"dataset_images/1-к. квартира, 42,7 м², 3-22 эт."
"Квартира-студия, 21,1 м², 5/5 эт.",4 050 005 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_211_m_55_et._3637367804,"dataset_images/Квартира-студия, 21,1 м², 5-5 эт."
"1-к. квартира, 33 м², 7/9 эт.",6 690 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_33_m_79_et._3728052322,"dataset_images/1-к. квартира, 33 м², 7-9 эт."
"Квартира-студия, 31 м², 5/5 эт.",5 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_31_m_55_et._3834174684,"dataset_images/Квартира-студия, 31 м², 5-5 эт."
"2-к. квартира, 43,1 м², 4/4 эт.",6 750 000 ₽,https://www.avito.ru/sankt-peterburg_pavlovsk/kvartiry/2-k._kvartira_431_m_44_et._3693001138,"dataset_images/2-к. квартира, 43,1 м², 4-4 эт."
"1-к. квартира, 30 м², 5/5 эт.",5 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_30_m_55_et._3687090325,"dataset_images/1-к. квартира, 30 м², 5-5 эт."
"2-к. квартира, 44,9 м², 3/5 эт.",5 800 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_449_m_35_et._3710107814,"dataset_images/2-к. квартира, 44,9 м², 3-5 эт."
"1-к. квартира, 30 м², 8/9 эт.",6 990 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_30_m_89_et._3980449817,"dataset_images/1-к. квартира, 30 м², 8-9 эт."
"3-к. квартира, 56,8 м², 9/9 эт.",9 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_568_m_99_et._3781298210,"dataset_images/3-к. квартира, 56,8 м², 9-9 эт."
"1-к. квартира, 36 м², 5/15 эт.",6 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_36_m_515_et._3606249433,"dataset_images/1-к. квартира, 36 м², 5-15 эт."
"1-к. квартира, 37,7 м², 8/18 эт.",5 990 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_377_m_818_et._3647530584,"dataset_images/1-к. квартира, 37,7 м², 8-18 эт."
"3-к. квартира, 106 м², 7/7 эт.",21 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_106_m_77_et._2789561099,"dataset_images/3-к. квартира, 106 м², 7-7 эт."
"3-к. квартира, 58 м², 4/9 эт.",9 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58_m_49_et._3692693415,"dataset_images/3-к. квартира, 58 м², 4-9 эт."
"2-к. квартира, 65 м², 16/16 эт.",13 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_65_m_1616_et._3694771947,"dataset_images/2-к. квартира, 65 м², 16-16 эт."
"1-к. квартира, 44,4 м², 5/11 эт.",11 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_444_m_511_et._3843710277,"dataset_images/1-к. квартира, 44,4 м², 5-11 эт."
"1-к. квартира, 38,3 м², 10/12 эт.",6 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_383_m_1012_et._4113987942,"dataset_images/1-к. квартира, 38,3 м², 10-12 эт."
"1-к. квартира, 53,7 м², 7/25 эт.",7 999 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_537_m_725_et._3764513610,"dataset_images/1-к. квартира, 53,7 м², 7-25 эт."
"Квартира-студия, 22,6 м², 1/5 эт.",3 986 054 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_226_m_15_et._3431896882,"dataset_images/Квартира-студия, 22,6 м², 1-5 эт."
"1-к. квартира, 28,9 м², 9/9 эт.",4 300 000 ₽,https://www.avito.ru/sankt-peterburg_kolpino/kvartiry/1-k._kvartira_289_m_99_et._3889819103,"dataset_images/1-к. квартира, 28,9 м², 9-9 эт."
"2-к. квартира, 62 м², 12/27 эт.",9 400 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_62_m_1227_et._3780343382,"dataset_images/2-к. квартира, 62 м², 12-27 эт."
"1-к. квартира, 35 м², 11/18 эт.",5 300 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_35_m_1118_et._3306823444,"dataset_images/1-к. квартира, 35 м², 11-18 эт."
"Квартира-студия, 24,4 м², 11/25 эт.",4 900 000 ₽,https://www.avito.ru/kudrovo/kvartiry/kvartira-studiya_244_m_1125_et._3863948463,"dataset_images/Квартира-студия, 24,4 м², 11-25 эт."
"2-к. квартира, 45,2 м², 2/9 эт.",6 400 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_452_m_29_et._3382370278,"dataset_images/2-к. квартира, 45,2 м², 2-9 эт."
"1-к. квартира, 30,4 м², 4/9 эт.",6 850 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_304_m_49_et._3743832967,"dataset_images/1-к. квартира, 30,4 м², 4-9 эт."
"Квартира-студия, 28,2 м², 13/19 эт.",6 150 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_282_m_1319_et._3780003971,"dataset_images/Квартира-студия, 28,2 м², 13-19 эт."
"1-к. квартира, 31,5 м², 8/16 эт.",7 200 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_315_m_816_et._3846106312,"dataset_images/1-к. квартира, 31,5 м², 8-16 эт."
"1-к. квартира, 31,6 м², 10/12 эт.",5 950 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_316_m_1012_et._3397400013,"dataset_images/1-к. квартира, 31,6 м², 10-12 эт."
"3-к. квартира, 78,9 м², 10/18 эт.",15 500 000 ₽,https://www.avito.ru/kudrovo/kvartiry/3-k._kvartira_789_m_1018_et._3833928321,"dataset_images/3-к. квартира, 78,9 м², 10-18 эт."
"1-к. квартира, 33 м², 23/27 эт.",5 200 000 ₽,https://www.avito.ru/murino/kvartiry/1-k._kvartira_33_m_2327_et._3743978739,"dataset_images/1-к. квартира, 33 м², 23-27 эт."
"Квартира-студия, 25,6 м², 16/16 эт.",3 500 000 ₽,https://www.avito.ru/murino/kvartiry/kvartira-studiya_256_m_1616_et._3890864432,"dataset_images/Квартира-студия, 25,6 м², 16-16 эт."
"1-к. квартира, 40,5 м², 13/14 эт.",15 742 172 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_405_m_1314_et._3844878964,"dataset_images/1-к. квартира, 40,5 м², 13-14 эт."
"2-к. квартира, 42,7 м², 2/12 эт.",8 300 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_427_m_212_et._3638198999,"dataset_images/2-к. квартира, 42,7 м², 2-12 эт."
"1-к. квартира, 37,7 м², 12/14 эт.",14 574 767 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_377_m_1214_et._3845505416,"dataset_images/1-к. квартира, 37,7 м², 12-14 эт."
"2-к. квартира, 57,9 м², 3/3 эт.",6 500 000 ₽,https://www.avito.ru/vsevolozhsk/kvartiry/2-k._kvartira_579_m_33_et._3980332551,"dataset_images/2-к. квартира, 57,9 м², 3-3 эт."
"4-к. квартира, 90 м², 3/6 эт.",25 740 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_90_m_36_et._2087592411,"dataset_images/4-к. квартира, 90 м², 3-6 эт."
"2-к. квартира, 43,8 м², 3/9 эт.",7 550 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_438_m_39_et._3657314787,"dataset_images/2-к. квартира, 43,8 м², 3-9 эт."
"Квартира-студия, 21,5 м², 3/4 эт.",4 550 102 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_215_m_34_et._3637323800,"dataset_images/Квартира-студия, 21,5 м², 3-4 эт."
"3-к. квартира, 68 м², 10/14 эт.",11 500 000 ₽,https://www.avito.ru/kudrovo/kvartiry/3-k._kvartira_68_m_1014_et._3694934172,"dataset_images/3-к. квартира, 68 м², 10-14 эт."
"3-к. квартира, 74,1 м², 13/27 эт.",15 450 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_741_m_1327_et._3858108920,"dataset_images/3-к. квартира, 74,1 м², 13-27 эт."
"3-к. квартира, 106,9 м², 6/9 эт.",46 955 851 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_1069_m_69_et._3845330058,"dataset_images/3-к. квартира, 106,9 м², 6-9 эт."
"1-к. квартира, 36,1 м², 3/12 эт.",5 800 000 ₽,https://www.avito.ru/bugry/kvartiry/1-k._kvartira_361_m_312_et._3588907384,"dataset_images/1-к. квартира, 36,1 м², 3-12 эт."
"3-к. квартира, 72,5 м², 4/12 эт.",13 990 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_725_m_412_et._3889968413,"dataset_images/3-к. квартира, 72,5 м², 4-12 эт."
"1-к. квартира, 35,9 м², 7/12 эт.",8 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_359_m_712_et._3777292299,"dataset_images/1-к. квартира, 35,9 м², 7-12 эт."
"2-к. квартира, 45 м², 2/2 эт.",3 500 000 ₽,https://www.avito.ru/leningradskaya_oblast_otradnoe/kvartiry/2-k._kvartira_45_m_22_et._3648491258,"dataset_images/2-к. квартира, 45 м², 2-2 эт."
"2-к. квартира, 50,4 м², 3/9 эт.",6 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_504_m_39_et._3612771515,"dataset_images/2-к. квартира, 50,4 м², 3-9 эт."
"2-к. квартира, 55 м², 2/12 эт.",12 780 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55_m_212_et._3726944369,"dataset_images/2-к. квартира, 55 м², 2-12 эт."
"1-к. квартира, 41,4 м², 21/25 эт.",7 400 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_414_m_2125_et._3632290818,"dataset_images/1-к. квартира, 41,4 м², 21-25 эт."
"2-к. квартира, 46 м², 2/5 эт.",6 630 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46_m_25_et._3653600417,"dataset_images/2-к. квартира, 46 м², 2-5 эт."
"1-к. квартира, 47,7 м², 14/14 эт.",18 011 453 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_477_m_1414_et._3845317911,"dataset_images/1-к. квартира, 47,7 м², 14-14 эт."
"1-к. квартира, 40 м², 9/19 эт.",7 200 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_919_et._3834543766,"dataset_images/1-к. квартира, 40 м², 9-19 эт."
"Квартира-студия, 25,2 м², 4/4 эт.",8 064 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_252_m_44_et._3781485975,"dataset_images/Квартира-студия, 25,2 м², 4-4 эт."
"1-к. квартира, 31,9 м², 2/9 эт.",5 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_319_m_29_et._4001727350,"dataset_images/1-к. квартира, 31,9 м², 2-9 эт."
"1-к. квартира, 35,6 м², 3/25 эт.",6 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_356_m_325_et._3550738249,"dataset_images/1-к. квартира, 35,6 м², 3-25 эт."
"3-к. квартира, 91,9 м², 17/17 эт.",48 800 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_919_m_1717_et._3834483821,"dataset_images/3-к. квартира, 91,9 м², 17-17 эт."
"1-к. квартира, 36,2 м², 15/26 эт.",6 490 000 ₽,https://www.avito.ru/kudrovo/kvartiry/1-k._kvartira_362_m_1526_et._3800592145,"dataset_images/1-к. квартира, 36,2 м², 15-26 эт."
"2-к. квартира, 45,9 м², 4/9 эт.",9 400 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_459_m_49_et._3650812405,"dataset_images/2-к. квартира, 45,9 м², 4-9 эт."
"2-к. квартира, 61,1 м², 7/12 эт.",9 850 000 ₽,https://www.avito.ru/kudrovo/kvartiry/2-k._kvartira_611_m_712_et._3039622662,"dataset_images/2-к. квартира, 61,1 м², 7-12 эт."
"3-к. квартира, 60,1 м², 4/5 эт.",10 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_601_m_45_et._3687473868,"dataset_images/3-к. квартира, 60,1 м², 4-5 эт."
"1-к. квартира, 38,9 м², 1/3 эт.",8 100 000 ₽,https://www.avito.ru/sankt-peterburg_kronstadt/kvartiry/1-k._kvartira_389_m_13_et._3783293973,"dataset_images/1-к. квартира, 38,9 м², 1-3 эт."
"2-к. квартира, 44 м², 5/5 эт.",8 800 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44_m_55_et._3335503241,"dataset_images/2-к. квартира, 44 м², 5-5 эт."
"1-к. квартира, 32 м², 1/5 эт.",6 700 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_32_m_15_et._3551428260,"dataset_images/1-к. квартира, 32 м², 1-5 эт."
"1-к. квартира, 36 м², 20/25 эт.",7 200 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_36_m_2025_et._3897832067,"dataset_images/1-к. квартира, 36 м², 20-25 эт."
"1-к. квартира, 34,4 м², 16/25 эт.",7 700 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_344_m_1625_et._408805320,"dataset_images/1-к. квартира, 34,4 м², 16-25 эт."
"2-к. квартира, 42 м², 2/5 эт.",3 500 000 ₽,https://www.avito.ru/volhov/kvartiry/2-k._kvartira_42_m_25_et._3834847474,"dataset_images/2-к. квартира, 42 м², 2-5 эт."
"2-к. квартира, 55,5 м², 2/3 эт.",1 550 000 ₽,https://www.avito.ru/slantsy/kvartiry/2-k._kvartira_555_m_23_et._3407645168,"dataset_images/2-к. квартира, 55,5 м², 2-3 эт."
"1-к. квартира, 31,4 м², 5/5 эт.",8 198 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_314_m_55_et._3813903433,"dataset_images/1-к. квартира, 31,4 м², 5-5 эт."
"2-к. квартира, 41,8 м², 1/9 эт.",5 750 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_418_m_19_et._3510056516,"dataset_images/2-к. квартира, 41,8 м², 1-9 эт."
"2-к. квартира, 51,5 м², 12/16 эт.",8 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_515_m_1216_et._3890654230,"dataset_images/2-к. квартира, 51,5 м², 12-16 эт."
