Title,Price,Ad URL,Local Folder
"2-к. квартира, 49,8 м², 3/9 эт.",7 200 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_498_m_39_et._3772826252,"dataset_images/2-к. квартира, 49,8 м², 3-9 эт."
"Квартира-студия, 24,7 м², 2/6 эт.",4 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_247_m_26_et._3689393244,"dataset_images/Квартира-студия, 24,7 м², 2-6 эт."
"2-к. квартира, 50 м², 8/9 эт.",4 500 000 ₽,https://www.avito.ru/kirishi/kvartiry/2-k._kvartira_50_m_89_et._3759561937,"dataset_images/2-к. квартира, 50 м², 8-9 эт."
"1-к. квартира, 40 м², 2/20 эт.",10 800 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_220_et._3637807522,"dataset_images/1-к. квартира, 40 м², 2-20 эт."
"2-к. квартира, 50,6 м², 3/9 эт.",8 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_506_m_39_et._3948334045,"dataset_images/2-к. квартира, 50,6 м², 3-9 эт."
"3-к. квартира, 41,6 м², 5/5 эт.",8 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_416_m_55_et._3921919668,"dataset_images/3-к. квартира, 41,6 м², 5-5 эт."
"2-к. квартира, 49,1 м², 5/5 эт.",14 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_491_m_55_et._3625610160,"dataset_images/2-к. квартира, 49,1 м², 5-5 эт."
"1-к. квартира, 32,2 м², 13/15 эт.",7 399 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_322_m_1315_et._3946562073,"dataset_images/1-к. квартира, 32,2 м², 13-15 эт."
"1-к. квартира, 31,8 м², 7/9 эт.",6 590 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_318_m_79_et._3714826996,"dataset_images/1-к. квартира, 31,8 м², 7-9 эт."
"Квартира-студия, 24,8 м², 2/6 эт.",6 250 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_248_m_26_et._3977629197,"dataset_images/Квартира-студия, 24,8 м², 2-6 эт."
"2-к. квартира, 46 м², 2/9 эт.",9 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46_m_29_et._3486959193,"dataset_images/2-к. квартира, 46 м², 2-9 эт."
"3-к. квартира, 70 м², 2/22 эт.",12 990 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_70_m_222_et._2897474056,"dataset_images/3-к. квартира, 70 м², 2-22 эт."
"1-к. квартира, 41,3 м², 10/22 эт.",8 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_413_m_1022_et._3891084855,"dataset_images/1-к. квартира, 41,3 м², 10-22 эт."
"1-к. квартира, 38 м², 3/16 эт.",11 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_38_m_316_et._3774444704,"dataset_images/1-к. квартира, 38 м², 3-16 эт."
"2-к. квартира, 44,8 м², 2/5 эт.",8 695 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_448_m_25_et._3978386866,"dataset_images/2-к. квартира, 44,8 м², 2-5 эт."
"2-к. квартира, 51 м², 8/9 эт.",8 700 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51_m_89_et._3470856335,"dataset_images/2-к. квартира, 51 м², 8-9 эт."
"2-к. квартира, 42,2 м², 3/5 эт.",6 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_422_m_35_et._3832002833,"dataset_images/2-к. квартира, 42,2 м², 3-5 эт."
"1-к. квартира, 42 м², 6/11 эт.",18 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_42_m_611_et._3624590422,"dataset_images/1-к. квартира, 42 м², 6-11 эт."
"3-к. квартира, 73,2 м², 3/5 эт.",18 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_732_m_35_et._3677884736,"dataset_images/3-к. квартира, 73,2 м², 3-5 эт."
"1-к. квартира, 28,2 м², 2/9 эт.",5 390 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_282_m_29_et._4194037031,"dataset_images/1-к. квартира, 28,2 м², 2-9 эт."
"4-к. квартира, 94,8 м², 6/7 эт.",25 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_948_m_67_et._3845847290,"dataset_images/4-к. квартира, 94,8 м², 6-7 эт."
"2-к. квартира, 45,2 м², 1/5 эт.",6 250 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_452_m_15_et._3737562436,"dataset_images/2-к. квартира, 45,2 м², 1-5 эт."
"Апартаменты-студия, 28 м², 3/6 эт.",7 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_28_m_36_et._3834981537,"dataset_images/Апартаменты-студия, 28 м², 3-6 эт."
"3-к. квартира, 53 м², 5/6 эт.",10 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_53_m_56_et._3582433238,"dataset_images/3-к. квартира, 53 м², 5-6 эт."
"2-к. квартира, 65,6 м², 6/13 эт.",21 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_656_m_613_et._3768013587,"dataset_images/2-к. квартира, 65,6 м², 6-13 эт."
"2-к. квартира, 45 м², 1/1 эт.",5 575 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45_m_11_et._3728973465,"dataset_images/2-к. квартира, 45 м², 1-1 эт."
"Квартира-студия, 24,9 м², 2/5 эт.",7 450 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_249_m_25_et._3624495699,"dataset_images/Квартира-студия, 24,9 м², 2-5 эт."
"2-к. квартира, 48,1 м², 25/26 эт.",12 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_481_m_2526_et._3772894466,"dataset_images/2-к. квартира, 48,1 м², 25-26 эт."
"Квартира-студия, 20,1 м², 10/12 эт.",2 550 000 ₽,https://www.avito.ru/vsevolozhsk/kvartiry/kvartira-studiya_201_m_1012_et._3740464536,"dataset_images/Квартира-студия, 20,1 м², 10-12 эт."
"Квартира-студия, 24,6 м², 3/16 эт.",6 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_246_m_316_et._3751428356,"dataset_images/Квартира-студия, 24,6 м², 3-16 эт."
"1-к. квартира, 44,3 м², 9/23 эт.",8 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_443_m_923_et._3914102544,"dataset_images/1-к. квартира, 44,3 м², 9-23 эт."
"2-к. квартира, 44,9 м², 5/5 эт.",6 800 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_449_m_55_et._3647936005,"dataset_images/2-к. квартира, 44,9 м², 5-5 эт."
"3-к. квартира, 55,6 м², 3/5 эт.",11 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_556_m_35_et._3609165039,"dataset_images/3-к. квартира, 55,6 м², 3-5 эт."
"3-к. квартира, 90 м², 13/22 эт.",22 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_90_m_1322_et._3319264551,"dataset_images/3-к. квартира, 90 м², 13-22 эт."
"1-к. квартира, 39 м², 5/17 эт.",4 990 000 ₽,https://www.avito.ru/murino/kvartiry/1-k._kvartira_39_m_517_et._2783488029,"dataset_images/1-к. квартира, 39 м², 5-17 эт."
"1-к. квартира, 37,1 м², 7/8 эт.",3 900 000 ₽,https://www.avito.ru/vsevolozhsk/kvartiry/1-k._kvartira_371_m_78_et._3377486740,"dataset_images/1-к. квартира, 37,1 м², 7-8 эт."
"1-к. квартира, 42,4 м², 3/15 эт.",7 695 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_424_m_315_et._3350149686,"dataset_images/1-к. квартира, 42,4 м², 3-15 эт."
"Квартира-студия, 32,9 м², 4/20 эт.",5 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_329_m_420_et._3802883862,"dataset_images/Квартира-студия, 32,9 м², 4-20 эт."
"2-к. квартира, 57 м², 2/5 эт.",8 690 000 ₽,https://www.avito.ru/vyborg/kvartiry/2-k._kvartira_57_m_25_et._4129687860,"dataset_images/2-к. квартира, 57 м², 2-5 эт."
"Квартира-студия, 20,6 м², 16/19 эт.",3 650 000 ₽,https://www.avito.ru/murino/kvartiry/kvartira-studiya_206_m_1619_et._3827017371,"dataset_images/Квартира-студия, 20,6 м², 16-19 эт."
"Квартира-студия, 21 м², 2/5 эт.",5 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_21_m_25_et._3761265786,"dataset_images/Квартира-студия, 21 м², 2-5 эт."
"2-к. квартира, 48 м², 7/9 эт.",8 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_48_m_79_et._3884185876,"dataset_images/2-к. квартира, 48 м², 7-9 эт."
"1-к. квартира, 33,6 м², 1/16 эт.",6 590 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_336_m_116_et._3498436918,"dataset_images/1-к. квартира, 33,6 м², 1-16 эт."
"1-к. квартира, 32,5 м², 3/9 эт.",3 849 000 ₽,https://www.avito.ru/vsevolozhsk/kvartiry/1-k._kvartira_325_m_39_et._3678610191,"dataset_images/1-к. квартира, 32,5 м², 3-9 эт."
"1-к. квартира, 34,1 м², 3/9 эт.",5 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_341_m_39_et._3547904778,"dataset_images/1-к. квартира, 34,1 м², 3-9 эт."
"3-к. квартира, 76,1 м², 19/25 эт.",8 700 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_761_m_1925_et._3146177071,"dataset_images/3-к. квартира, 76,1 м², 19-25 эт."
"1-к. квартира, 33,2 м², 13/22 эт.",8 180 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_332_m_1322_et._3549266693,"dataset_images/1-к. квартира, 33,2 м², 13-22 эт."
"2-к. квартира, 55,7 м², 7/24 эт.",12 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_557_m_724_et._2659402685,"dataset_images/2-к. квартира, 55,7 м², 7-24 эт."
"1-к. квартира, 36,5 м², 4/5 эт.",1 995 000 ₽,https://www.avito.ru/krasnoselskoye/kvartiry/1-k._kvartira_365_m_45_et._3625232830,"dataset_images/1-к. квартира, 36,5 м², 4-5 эт."
"2-к. квартира, 55 м², 4/24 эт.",13 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55_m_424_et._3318060578,"dataset_images/2-к. квартира, 55 м², 4-24 эт."
"1-к. квартира, 36,3 м², 12/12 эт.",6 350 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_363_m_1212_et._3882602206,"dataset_images/1-к. квартира, 36,3 м², 12-12 эт."
"3-к. квартира, 82 м², 8/13 эт.",20 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_82_m_813_et._3702936260,"dataset_images/3-к. квартира, 82 м², 8-13 эт."
"1-к. квартира, 30,2 м², 6/9 эт.",6 800 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_302_m_69_et._4002012140,"dataset_images/1-к. квартира, 30,2 м², 6-9 эт."
"3-к. квартира, 57,5 м², 2/9 эт.",10 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_575_m_29_et._3705971122,"dataset_images/3-к. квартира, 57,5 м², 2-9 эт."
"1-к. квартира, 34,6 м², 19/25 эт.",10 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_346_m_1925_et._2810275072,"dataset_images/1-к. квартира, 34,6 м², 19-25 эт."
"Квартира-студия, 20,2 м², 3/23 эт.",5 085 330 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_202_m_323_et._3758939915,"dataset_images/Квартира-студия, 20,2 м², 3-23 эт."
"3-к. квартира, 63,3 м², 9/9 эт.",10 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_633_m_99_et._3858889886,"dataset_images/3-к. квартира, 63,3 м², 9-9 эт."
"2-к. квартира, 59,9 м², 9/9 эт.",8 660 000 ₽,https://www.avito.ru/yanino-1/kvartiry/2-k._kvartira_599_m_99_et._3741747571,"dataset_images/2-к. квартира, 59,9 м², 9-9 эт."
"2-к. квартира, 88,9 м², 7/24 эт.",16 800 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_889_m_724_et._3327180697,"dataset_images/2-к. квартира, 88,9 м², 7-24 эт."
"2-к. квартира, 45,2 м², 4/4 эт.",5 999 999 ₽,https://www.avito.ru/priozersk/kvartiry/2-k._kvartira_452_m_44_et._3704384148,"dataset_images/2-к. квартира, 45,2 м², 4-4 эт."
"1-к. квартира, 39 м², 18/24 эт.",8 950 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_39_m_1824_et._3583936581,"dataset_images/1-к. квартира, 39 м², 18-24 эт."
"3-к. квартира, 62 м², 5/5 эт.",3 500 000 ₽,https://www.avito.ru/gostilitsy/kvartiry/3-k._kvartira_62_m_55_et._1382280713,"dataset_images/3-к. квартира, 62 м², 5-5 эт."
"4-к. квартира, 64 м², 1/6 эт.",17 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_64_m_16_et._3491572307,"dataset_images/4-к. квартира, 64 м², 1-6 эт."
"1-к. квартира, 31,5 м², 12/19 эт.",4 500 000 ₽,https://www.avito.ru/murino/kvartiry/1-k._kvartira_315_m_1219_et._3521524800,"dataset_images/1-к. квартира, 31,5 м², 12-19 эт."
"1-к. квартира, 38,4 м², 15/25 эт.",11 420 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_384_m_1525_et._3783260204,"dataset_images/1-к. квартира, 38,4 м², 15-25 эт."
"3-к. квартира, 73,3 м², 1/2 эт.",10 350 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_733_m_12_et._3748912012,"dataset_images/3-к. квартира, 73,3 м², 1-2 эт."
"3-к. квартира, 87,1 м², 18/21 эт.",17 700 000 ₽,https://www.avito.ru/kudrovo/kvartiry/3-k._kvartira_871_m_1821_et._3947983608,"dataset_images/3-к. квартира, 87,1 м², 18-21 эт."
"2-к. квартира, 45,5 м², 4/5 эт.",5 450 000 ₽,https://www.avito.ru/sertolovo/kvartiry/2-k._kvartira_455_m_45_et._3486236767,"dataset_images/2-к. квартира, 45,5 м², 4-5 эт."
"Квартира-студия, 25 м², 12/25 эт.",5 250 000 ₽,https://www.avito.ru/kudrovo/kvartiry/kvartira-studiya_25_m_1225_et._3824241440,"dataset_images/Квартира-студия, 25 м², 12-25 эт."
"2-к. квартира, 59,3 м², 7/9 эт.",7 000 000 ₽,https://www.avito.ru/vsevolozhsk/kvartiry/2-k._kvartira_593_m_79_et._3435601738,"dataset_images/2-к. квартира, 59,3 м², 7-9 эт."
"Квартира-студия, 26,2 м², 2/3 эт.",6 470 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_262_m_23_et._3843909545,"dataset_images/Квартира-студия, 26,2 м², 2-3 эт."
"1-к. квартира, 37,6 м², 4/8 эт.",12 250 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_376_m_48_et._3859375032,"dataset_images/1-к. квартира, 37,6 м², 4-8 эт."
"2-к. квартира, 49 м², 5/5 эт.",2 280 000 ₽,https://www.avito.ru/slantsy/kvartiry/2-k._kvartira_49_m_55_et._3916517282,"dataset_images/2-к. квартира, 49 м², 5-5 эт."
"3-к. квартира, 75,6 м², 1/4 эт.",14 400 111 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_756_m_14_et._3541130905,"dataset_images/3-к. квартира, 75,6 м², 1-4 эт."
"Квартира-студия, 22,5 м², 5/5 эт.",5 300 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_225_m_55_et._3505151613,"dataset_images/Квартира-студия, 22,5 м², 5-5 эт."
"Квартира-студия, 21,7 м², 2/13 эт.",6 050 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_217_m_213_et._3529558822,"dataset_images/Квартира-студия, 21,7 м², 2-13 эт."
"1-к. квартира, 30,7 м², 3/5 эт.",6 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_307_m_35_et._3623881581,"dataset_images/1-к. квартира, 30,7 м², 3-5 эт."
"1-к. квартира, 31,4 м², 11/25 эт.",5 250 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_314_m_1125_et._4034106946,"dataset_images/1-к. квартира, 31,4 м², 11-25 эт."
"1-к. квартира, 32 м², 9/9 эт.",7 249 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_32_m_99_et._3703097899,"dataset_images/1-к. квартира, 32 м², 9-9 эт."
"1-к. квартира, 33 м², 8/8 эт.",4 688 888 ₽,https://www.avito.ru/yanino-1/kvartiry/1-k._kvartira_33_m_88_et._3878046929,"dataset_images/1-к. квартира, 33 м², 8-8 эт."
"1-к. квартира, 36,3 м², 12/12 эт.",9 676 629 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_363_m_1212_et._3458560548,"dataset_images/1-к. квартира, 36,3 м², 12-12 эт."
"1-к. квартира, 37,4 м², 8/10 эт.",7 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_374_m_810_et._3740442750,"dataset_images/1-к. квартира, 37,4 м², 8-10 эт."
"Квартира-студия, 24,4 м², 6/13 эт.",4 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_244_m_613_et._3592572874,"dataset_images/Квартира-студия, 24,4 м², 6-13 эт."
"2-к. квартира, 44,9 м², 7/9 эт.",10 950 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_449_m_79_et._3873663338,"dataset_images/2-к. квартира, 44,9 м², 7-9 эт."
"3-к. квартира, 63,4 м², 5/9 эт.",10 800 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_634_m_59_et._3541239348,"dataset_images/3-к. квартира, 63,4 м², 5-9 эт."
"3-к. квартира, 59,7 м², 3/9 эт.",7 750 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_597_m_39_et._3864450662,"dataset_images/3-к. квартира, 59,7 м², 3-9 эт."
"Квартира-студия, 24,3 м², 24/27 эт.",5 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_243_m_2427_et._3859375372,"dataset_images/Квартира-студия, 24,3 м², 24-27 эт."
"1-к. квартира, 40,3 м², 4/4 эт.",6 799 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_403_m_44_et._2972145114,"dataset_images/1-к. квартира, 40,3 м², 4-4 эт."
"3-к. квартира, 56,8 м², 5/5 эт.",9 300 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_568_m_55_et._3700428550,"dataset_images/3-к. квартира, 56,8 м², 5-5 эт."
"2-к. квартира, 55,1 м², 3/5 эт.",11 000 357 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_551_m_35_et._3540668599,"dataset_images/2-к. квартира, 55,1 м², 3-5 эт."
"2-к. квартира, 44,5 м², 1/5 эт.",4 000 000 ₽,https://www.avito.ru/tosno/kvartiry/2-k._kvartira_445_m_15_et._3146885123,"dataset_images/2-к. квартира, 44,5 м², 1-5 эт."
"Квартира-студия, 23 м², 10/11 эт.",3 850 000 ₽,https://www.avito.ru/vsevolozhsk/kvartiry/kvartira-studiya_23_m_1011_et._3761020673,"dataset_images/Квартира-студия, 23 м², 10-11 эт."
"Квартира-студия, 25 м², 5/20 эт.",4 990 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_520_et._3556114388,"dataset_images/Квартира-студия, 25 м², 5-20 эт."
"2-к. квартира, 48,3 м², 6/12 эт.",7 967 850 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_483_m_612_et._3671902069,"dataset_images/2-к. квартира, 48,3 м², 6-12 эт."
"1-к. квартира, 38,4 м², 6/25 эт.",8 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_384_m_625_et._3813260070,"dataset_images/1-к. квартира, 38,4 м², 6-25 эт."
"1-к. квартира, 32,3 м², 4/12 эт.",6 350 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_323_m_412_et._3764050556,"dataset_images/1-к. квартира, 32,3 м², 4-12 эт."
"2-к. квартира, 42,5 м², 3/5 эт.",7 000 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_425_m_35_et._3582292555,"dataset_images/2-к. квартира, 42,5 м², 3-5 эт."
"4-к. квартира, 221 м², 5/5 эт.",49 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_221_m_55_et._2304678340,"dataset_images/4-к. квартира, 221 м², 5-5 эт."
"2-к. квартира, 60,5 м², 14/17 эт.",10 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_605_m_1417_et._3574643219,"dataset_images/2-к. квартира, 60,5 м², 14-17 эт."
"1-к. квартира, 34,4 м², 3/12 эт.",5 300 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_344_m_312_et._3714712614,"dataset_images/1-к. квартира, 34,4 м², 3-12 эт."
"4-к. квартира, 82 м², 2/5 эт.",7 600 000 ₽,https://www.avito.ru/maloe_verevo/kvartiry/4-k._kvartira_82_m_25_et._1112105904,"dataset_images/4-к. квартира, 82 м², 2-5 эт."
"4-к. квартира, 107,6 м², 4/5 эт.",19 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_1076_m_45_et._2869083749,"dataset_images/4-к. квартира, 107,6 м², 4-5 эт."
"2-к. квартира, 60,5 м², 2/25 эт.",7 350 000 ₽,https://www.avito.ru/murino/kvartiry/2-k._kvartira_605_m_225_et._3327942829,"dataset_images/2-к. квартира, 60,5 м², 2-25 эт."
"Квартира-студия, 15 м², 3/5 эт.",4 350 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_15_m_35_et._3790568296,"dataset_images/Квартира-студия, 15 м², 3-5 эт."
"Квартира-студия, 17,2 м², 4/7 эт.",3 500 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_172_m_47_et._3487394251,"dataset_images/Квартира-студия, 17,2 м², 4-7 эт."
"2-к. квартира, 55 м², 2/16 эт.",9 790 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55_m_216_et._3812736282,"dataset_images/2-к. квартира, 55 м², 2-16 эт."
"2-к. квартира, 57,2 м², 3/10 эт.",5 499 000 ₽,https://www.avito.ru/sankt-peterburg_krasnoye_selo/kvartiry/2-k._kvartira_572_m_310_et._2748199545,"dataset_images/2-к. квартира, 57,2 м², 3-10 эт."
"1-к. квартира, 42,9 м², 1/15 эт.",10 100 075 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_429_m_115_et._3221120179,"dataset_images/1-к. квартира, 42,9 м², 1-15 эт."
"2-к. квартира, 47 м², 6/10 эт.",11 200 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47_m_610_et._3521565844,"dataset_images/2-к. квартира, 47 м², 6-10 эт."
"2-к. квартира, 59,2 м², 2/2 эт.",14 600 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_592_m_22_et._3348604467,"dataset_images/2-к. квартира, 59,2 м², 2-2 эт."
"1-к. квартира, 42,5 м², 12/12 эт.",6 199 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_425_m_1212_et._3318031191,"dataset_images/1-к. квартира, 42,5 м², 12-12 эт."
"3-к. квартира, 74,8 м², 19/25 эт.",16 100 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_748_m_1925_et._3664815100,"dataset_images/3-к. квартира, 74,8 м², 19-25 эт."
"3-к. квартира, 60,1 м², 6/9 эт.",8 900 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_601_m_69_et._3763871551,"dataset_images/3-к. квартира, 60,1 м², 6-9 эт."
"3-к. квартира, 81 м², 4/5 эт.",14 690 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_81_m_45_et._3391655904,"dataset_images/3-к. квартира, 81 м², 4-5 эт."
"1-к. квартира, 45,2 м², 21/25 эт.",7 600 000 ₽,https://www.avito.ru/kudrovo/kvartiry/1-k._kvartira_452_m_2125_et._3776630899,"dataset_images/1-к. квартира, 45,2 м², 21-25 эт."
"3-к. квартира, 86,1 м², 2/16 эт.",19 800 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_861_m_216_et._3844124710,"dataset_images/3-к. квартира, 86,1 м², 2-16 эт."
"1-к. квартира, 61 м², 4/7 эт.",14 490 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_61_m_47_et._2649555826,"dataset_images/1-к. квартира, 61 м², 4-7 эт."
"3-к. квартира, 90,1 м², 14/17 эт.",14 950 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_901_m_1417_et._3781202547,"dataset_images/3-к. квартира, 90,1 м², 14-17 эт."
"1-к. квартира, 34 м², 7/9 эт.",6 650 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_34_m_79_et._3437558294,"dataset_images/1-к. квартира, 34 м², 7-9 эт."
"1-к. квартира, 34,6 м², 21/25 эт.",6 250 000 ₽,https://www.avito.ru/kudrovo/kvartiry/1-k._kvartira_346_m_2125_et._3625009664,"dataset_images/1-к. квартира, 34,6 м², 21-25 эт."
"Квартира-студия, 15 м², 1/5 эт.",2 990 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_15_m_15_et._3823768404,"dataset_images/Квартира-студия, 15 м², 1-5 эт."
"Квартира-студия, 27,9 м², 6/26 эт.",5 850 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_279_m_626_et._3702953413,"dataset_images/Квартира-студия, 27,9 м², 6-26 эт."
"2-к. квартира, 55,7 м², 4/12 эт.",5 590 000 ₽,https://www.avito.ru/kingisepp/kvartiry/2-k._kvartira_557_m_412_et._3272681916,"dataset_images/2-к. квартира, 55,7 м², 4-12 эт."
"2-к. квартира, 41,2 м², 1/11 эт.",5 911 938 ₽,https://www.avito.ru/lagolovo/kvartiry/2-k._kvartira_412_m_111_et._2917273101,"dataset_images/2-к. квартира, 41,2 м², 1-11 эт."
"2-к. квартира, 47,8 м², 7/16 эт.",8 270 000 ₽,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_478_m_716_et._2728616198,"dataset_images/2-к. квартира, 47,8 м², 7-16 эт."
